Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,WAR,Unnamed: 30
2017,25,DET,AL,56,154,141,14,24,3,1,3,13,6,2,9,65,0.17,0.24,0.27,0.51,36.0,38,5,4,0,0,0,8H/D9,,1.1,
1999,24,MIN,AL,95.0,347.0,322.0,54.0,93.0,24.0,2.0,9.0,44.0,3.0,4.0,17.0,63.0,0.289,0.329,0.46,0.789,97.0,148.0,7.0,4.0,1.0,3.0,1.0,89/H7,,11.6,
1947,26,TOT,AL,154,636,575,65,136,21,4,19,96,6,4,54,85,.237,.306,.386,.693,89,222,11,4,3,,6,*3/H,,-1.6,
2014,25,SEA,AL,108,328,312,46,78,9,5,0,9,27,1,12,67,0.25,0.278,0.311,0.589,71.0,97,4,0,4,0,0,8H/9D7,,-1.1,
2003,26,TEX,AL,40,121,107,11,23,6,0,3,11,0,1,10,21,0.215,0.298,0.355,0.653,65.0,38,1,3,0,1,0,79/HD3,,-0.2,
1979,26,DET,AL,95.0,233.0,213.0,33.0,63.0,8.0,0.0,4.0,26.0,9.0,6.0,17.0,22.0,0.296,0.349,0.39,0.739,97.0,83.0,5.0,1.0,1.0,1.0,0.0,897H/D,,-1.4,
1962,23,MLN,NL,91.0,386.0,333.0,51.0,85.0,17.0,4.0,10.0,36.0,5.0,1.0,44.0,100.0,0.255,0.354,0.42,0.775,110.0,140.0,7.0,7.0,2.0,0.0,3.0,9/8H,,20.7,
1948,23,STL,NL,132.0,523.0,481.0,58.0,122.0,21.0,9.0,10.0,81.0,2.0,0.0,36.0,45.0,0.254,0.307,0.397,0.704,85.0,191.0,25.0,1.0,5.0,,3.0,*3/H,,-1.2,
1977,22,SEA,AL,160.0,664.0,597.0,85.0,157.0,26.0,8.0,24.0,76.0,13.0,9.0,55.0,120.0,0.263,0.324,0.454,0.778,111.0,271.0,7.0,2.0,3.0,6.0,3.0,*8/DH,AS,22.6,
2017,23,SFG,NL,53,164,150,12,26,5,2,2,5,1,0,10,52,0.173,0.244,0.273,0.517,37.0,41,3,4,0,0,3,35/H7,,-1.3,
1998,27,MON,NL,60.0,248.0,212.0,30.0,46.0,7.0,2.0,1.0,15.0,16.0,4.0,21.0,46.0,0.217,0.288,0.283,0.571,53.0,60.0,2.0,0.0,15.0,0.0,1.0,8/H,,0.8,
1989,26,STL,NL,42,86,75,11,22,6,0,0,7,1,0,7,8,0.293,0.353,0.373,0.726,106.0,28,2.0,1,1,2,1,H46/527,,0.1,
1986,25,CIN,NL,46.0,96.0,86.0,16.0,30.0,3.0,0.0,2.0,10.0,7.0,1.0,9.0,5.0,0.349,0.406,0.453,0.86,134.0,39.0,2.0,0.0,0.0,1.0,1.0,H7/83,,2.3,
1949,23,PHI,NL,149,604,532,71,130,35,1,19,77,3,4,65,66,.244,.328,.421,.749,102,224,20,1,6,,2,*5/H,MVP-27,24.8,
1939,23,CIN,NL,42,165,143,23,36,6,3,0,14,1,2,12,15,.252,.310,.336,.645,72,48,4,0,10,,0,4/6H,,31.6,
1992,25,STL,NL,55.0,204.0,193.0,17.0,40.0,9.0,4.0,5.0,22.0,7.0,2.0,10.0,48.0,0.207,0.25,0.373,0.623,77.0,72.0,6.0,1.0,0.0,0.0,1.0,79/8H,,32.9,
1996,26,PHI,NL,43,142,131,15,37,10,0,3,12,2,1,5,20,0.282,0.309,0.427,0.737,93.0,56,3.0,1,3,2,0,3/4H5,,-1.9,
1988,23,PHI,NL,69.0,281.0,273.0,41.0,84.0,15.0,1.0,11.0,43.0,1.0,1.0,7.0,39.0,0.308,0.324,0.491,0.815,131.0,134.0,5.0,0.0,0.0,1.0,2.0,3,RoY-8,4.9,
1970,21,NYM,NL,76,98,87,15,17,3,1,3,4,2,2,10,23,.195,.278,.356,.635,69,31,0,0,1,0,1,3H8,,9.0,
1947,27,BRO,NL,129.0,506.0,441.0,57.0,121.0,29.0,8.0,5.0,67.0,4.0,6.0,58.0,45.0,0.274,0.36,0.41,0.77,102.0,181.0,5.0,1.0,6.0,,21.0,*5/H,,3.5,
1993,26,MIN,AL,59.0,163.0,152.0,15.0,34.0,7.0,0.0,1.0,12.0,1.0,0.0,10.0,21.0,0.224,0.27,0.289,0.559,51.0,44.0,7.0,0.0,0.0,1.0,0.0,5/3H6,,0.3,
1990,25,OAK,AL,101,365,341,42,90,12,0,8,39,8,2,16,65,.264,.306,.370,.675,93,126,8,5,2,1,0,978H/D,,6.4,
2014,28,BAL,AL,82.0,275.0,246.0,22.0,51.0,9.0,0.0,9.0,28.0,0.0,1.0,17.0,69.0,0.207,0.264,0.354,0.618,72.0,87.0,6.0,3.0,6.0,3.0,0.0,2/3H,,4.6,
1968,28,PHI,NL,66.0,174.0,155.0,20.0,34.0,5.0,0.0,3.0,12.0,0.0,1.0,16.0,35.0,0.219,0.295,0.31,0.604,82.0,48.0,3.0,1.0,1.0,1.0,2.0,3H5/7,,-0.1,
2016,24,PHI,NL,107,347,315,47,81,15,0,21,47,1,1,22,75,0.257,0.308,0.505,0.813,113.0,159,11,4,0,6,0,3H,,-0.6,
1967,25,CHW,AL,62.0,199.0,189.0,11.0,45.0,5.0,1.0,1.0,9.0,0.0,3.0,6.0,24.0,0.238,0.262,0.291,0.553,68.0,55.0,5.0,0.0,4.0,0.0,0.0,2/H,,3.5,
1970,22,LAD,NL,72.0,116.0,109.0,23.0,29.0,1.0,3.0,1.0,8.0,2.0,2.0,6.0,24.0,0.266,0.302,0.358,0.66,80.0,39.0,0.0,0.0,0.0,1.0,2.0,H798,,-2.0,
2008,23,DET,AL,92.0,277.0,242.0,40.0,61.0,16.0,3.0,12.0,33.0,0.0,2.0,31.0,65.0,0.252,0.339,0.492,0.831,116.0,119.0,3.0,2.0,0.0,2.0,0.0,79H/D,,14.7,
1986,24,CAL,AL,154.0,674.0,593.0,82.0,172.0,27.0,3.0,22.0,100.0,5.0,2.0,57.0,58.0,0.29,0.348,0.457,0.805,119.0,271.0,11.0,2.0,10.0,12.0,8.0,*3/H,"AS,MVP-8,RoY-2",35.8,
1940,24,SLB,AL,137,577,519,97,157,27,7,24,89,8,5,54,71,.303,.368,.520,.888,126,270,7,0,4,,3,*8/H,MVP-18,15.9,
1983,25,BOS,AL,75.0,183.0,159.0,19.0,44.0,8.0,4.0,0.0,18.0,1.0,2.0,18.0,25.0,0.277,0.35,0.377,0.727,95.0,60.0,4.0,1.0,3.0,2.0,1.0,63H5/D4,,0.6,
1931,23,CHC,NL,88,335,293,34,59,15,5,0,23,2,2,25,41,.201,.264,.287,.551,47,84,,0,17,,0,54/H6,,28.8,
1990,24,ATL,NL,127.0,504.0,439.0,76.0,124.0,23.0,2.0,28.0,78.0,11.0,6.0,64.0,92.0,0.282,0.373,0.535,0.908,143.0,235.0,2.0,0.0,0.0,1.0,4.0,39/H7,"MVP-24,RoY-1",40.6,
1973,27,HOU,NL,90.0,306.0,278.0,18.0,62.0,6.0,0.0,0.0,18.0,0.0,1.0,19.0,37.0,0.223,0.273,0.245,0.518,46.0,68.0,14.0,1.0,6.0,2.0,5.0,2/H,,-3.7,
2010,26,KCR,AL,52.0,206.0,180.0,22.0,39.0,6.0,1.0,8.0,25.0,0.0,1.0,24.0,39.0,0.217,0.307,0.394,0.702,91.0,71.0,5.0,0.0,1.0,1.0,2.0,3D/H,,-0.3,
1954,19,DET,AL,138,535,504,43,139,18,3,4,43,9,5,22,45,.276,.305,.347,.652,80,175,21,0,7,2,2,*9/H,"MVP-23,RoY-3",92.8,
2010,22,BOS,AL,53.0,179.0,163.0,26.0,41.0,11.0,1.0,4.0,24.0,10.0,1.0,12.0,38.0,0.252,0.305,0.405,0.71,88.0,66.0,5.0,1.0,2.0,1.0,0.0,87/H9,,-0.6,
1935,22,CIN,NL,148,545,499,46,123,26,5,7,62,8,12,32,84,.246,.295,.361,.655,78,180,8,2,12,,5,*4/6H,,7.0,
1962,28,NYM,NL,133,378,351,52,87,10,2,4,27,8.0,6.0,23.0,36.0,0.248,0.296,0.322,0.618,66.0,113,7.0,1.0,3.0,0.0,2.0,4H57/8396,,-1.7,
2015,28,PIT,NL,126.0,467.0,421.0,60.0,121.0,24.0,2.0,15.0,58.0,5.0,4.0,28.0,99.0,0.287,0.355,0.461,0.816,123.0,194.0,10.0,17.0,0.0,1.0,0.0,56H,RoY-3,5.9,
1999,23,DET,AL,130.0,468.0,416.0,60.0,102.0,22.0,4.0,18.0,49.0,11.0,5.0,42.0,74.0,0.245,0.315,0.447,0.762,93.0,186.0,7.0,2.0,4.0,4.0,0.0,*89/HD,,8.7,
1988,24,CHW,AL,46,126,115,10,20,4,0,3,9,4,2,7,30,0.174,0.228,0.287,0.515,44.0,33,1.0,1,3,0,0,2/H,,14.6,
1992,24,LAD,NL,149.0,589.0,545.0,63.0,140.0,30.0,1.0,20.0,88.0,2.0,4.0,37.0,103.0,0.257,0.304,0.426,0.73,106.0,232.0,15.0,2.0,0.0,5.0,3.0,*3/H,RoY-1,10.4,
1957,26,STL,NL,134,519,479,59,131,16,5,1,35,6,1,33,53,.273,.319,.334,.653,75,160,7,0,5,2,7,*56/H4,,11.1,
2003,25,ARI,NL,78.0,322.0,288.0,42.0,74.0,16.0,5.0,7.0,29.0,3.0,2.0,25.0,53.0,0.257,0.315,0.42,0.736,84.0,121.0,4.0,1.0,5.0,3.0,0.0,45/H6,,-0.7,
1954,27,NYG,NL,86.0,227.0,200.0,26.0,51.0,7.0,1.0,9.0,33.0,1.0,0.0,19.0,29.0,0.255,0.314,0.435,0.749,93.0,87.0,4.0,0.0,4.0,4.0,7.0,2/H,,-0.1,
2012,31,SEA,AL,61.0,115.0,104.0,13.0,20.0,1.0,0.0,0.0,7.0,2.0,2.0,8.0,18.0,0.192,0.257,0.202,0.459,34.0,21.0,2.0,1.0,2.0,0.0,0.0,6H4/D5,,1.6,
1949,28,STL,NL,92.0,364.0,326.0,43.0,99.0,15.0,3.0,6.0,42.0,0.0,1.0,29.0,17.0,0.304,0.362,0.423,0.786,107.0,138.0,9.0,1.0,8.0,,0.0,5/H4,AS,1.8,
1953,19,PHI,NL,95,392,360,39,78,17,5,2,27,1,1.0,26,53,0.217,0.275,0.308,0.583,52.0,111,7.0,3,3,,2.0,6,,-5.9,
1983,26,OAK,AL,108.0,328.0,298.0,33.0,76.0,11.0,0.0,8.0,32.0,1.0,4.0,21.0,50.0,0.255,0.312,0.372,0.684,94.0,111.0,11.0,4.0,4.0,1.0,1.0,2H/D,,3.8,
2002,22,CIN,NL,107.0,435.0,372.0,66.0,117.0,24.0,3.0,13.0,56.0,6.0,3.0,54.0,81.0,0.315,0.407,0.5,0.907,134.0,186.0,11.0,6.0,0.0,3.0,3.0,97/H8,RoY-3,13.0,
1944,21,PHA,AL,139,556,514,51,138,15,3,0,44,5,2,22,23,.268,.300,.309,.609,76,159,28,1,19,,4,*5/H,MVP-22,37.7,
1952,22,PHA,AL,75,236,213,24,47,8,3,0,17,5,1.0,14,18,0.221,0.275,0.286,0.561,53.0,61,4.0,2,7,,0.0,4/H,,-0.8,
1973,25,STL,NL,43.0,44.0,38.0,4.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,11.0,0.184,0.279,0.237,0.516,45.0,9.0,0.0,1.0,1.0,0.0,1.0,6/H,,-2.4,
1939,22,NYY,AL,111,490,398,87,133,21,6,11,83,6,3,81,49,.334,.447,.500,.947,143,199,4,0,11,,3,*97/H,MVP-22,43.7,
1956,31,CHC,NL,71.0,143.0,129.0,10.0,24.0,3.0,1.0,4.0,17.0,0.0,0.0,12.0,22.0,0.186,0.254,0.318,0.571,54.0,41.0,8.0,0.0,1.0,1.0,1.0,H3,,-0.5,
2010,30,DET,AL,119.0,251.0,238.0,30.0,58.0,4.0,0.0,9.0,27.0,3.0,0.0,8.0,42.0,0.244,0.272,0.374,0.646,73.0,89.0,1.0,2.0,1.0,2.0,0.0,73H58/9,,-0.1,
1995,25,ATL,NL,97,153,137,26,26,6,1,3,17,7,3,11,49,.190,.258,.314,.572,49,43,2,2,2,1,0,7H9/8,,0.3,
1969,24,KCR,AL,112.0,474.0,417.0,61.0,110.0,20.0,4.0,8.0,32.0,40.0,13.0,49.0,70.0,0.264,0.348,0.388,0.737,106.0,162.0,5.0,5.0,2.0,0.0,3.0,98/H7,,11.7,
1991,23,NYY,AL,96.0,322.0,298.0,35.0,72.0,12.0,4.0,3.0,23.0,12.0,1.0,15.0,52.0,0.242,0.288,0.339,0.626,73.0,101.0,5.0,5.0,2.0,2.0,0.0,54/H,,4.9,
1989,24,NYY,AL,137,498,441,65,133,18,3,9,48,35,12,41,89,.302,.369,.417,.786,123,184,9,6,8,0,3,*8/H,,20.5,
1975,24,MIN,AL,49,147,127,11,23,5,0,1,11,0,0,15,22,0.181,0.262,0.244,0.506,43.0,31,3.0,0,2,3,0.0,3/H79,,-0.5,
2017,28,TOT,NL,70.0,105.0,89.0,11.0,17.0,7.0,0.0,2.0,14.0,0.0,0.0,8.0,25.0,0.191,0.257,0.337,0.595,56.0,30.0,0.0,1.0,4.0,3.0,0.0,H4/7598,,0.5,
1969,23,SDP,NL,73,222,209,16,51,7,1,3,15,0,1,12,24,0.244,0.285,0.33,0.615,75.0,69,2.0,0,1,0,2.0,5H4,,-0.5,
1938,21,CLE,AL,149,619,576,86,159,31,9,26,113,4,3,33,75,.276,.319,.497,.815,103,286,,3,7,,3,*5,MVP-14,33.2,
2006,21,LAD,NL,52,166,154,30,39,7,1,7,23,6,0,9,53,.253,.289,.448,.737,85,69,1,0,0,3,1,87H9,,21.4,
1977,22,DET,AL,151.0,636.0,552.0,75.0,142.0,29.0,4.0,18.0,88.0,3.0,3.0,71.0,93.0,0.257,0.343,0.422,0.765,104.0,233.0,11.0,5.0,1.0,7.0,0.0,*7/H,,19.5,
1971,22,SDP,NL,49.0,120.0,111.0,2.0,19.0,1.0,0.0,1.0,7.0,1.0,0.0,7.0,16.0,0.171,0.22,0.207,0.428,26.0,23.0,4.0,0.0,2.0,0.0,3.0,2/H35,,0.9,
1996,22,PIT,NL,130,471,414,54,124,23,5,3,42,5,2,35,30,.300,.372,.401,.773,102,166,7,15,3,4,11,*2/H,"AS,RoY-3",41.7,
2006,22,LAA,AL,72,283,267,25,76,21,1,4,30,6,0,9,44,.285,.314,.416,.730,87,111,5,4,0,3,2,34/D5H,,35.0,
2000,24,ANA,AL,156.0,641.0,598.0,82.0,159.0,33.0,11.0,9.0,72.0,22.0,8.0,28.0,73.0,0.266,0.3,0.403,0.703,75.0,241.0,10.0,3.0,8.0,4.0,5.0,*4/H,RoY-6,20.9,
1940,19,CHW,AL,154,655,606,74,153,23,3,3,52,3,7,42,58,.252,.301,.315,.616,59,191,17,0,7,,4,*5,MVP-23,-2.5,
1964,23,WSA,AL,148.0,521.0,482.0,55.0,111.0,16.0,4.0,7.0,35.0,3.0,3.0,29.0,119.0,0.23,0.28,0.324,0.604,68.0,156.0,15.0,5.0,4.0,1.0,2.0,56H/4,,-2.9,
1978,27,CIN,NL,89.0,190.0,157.0,22.0,40.0,2.0,2.0,0.0,11.0,4.0,1.0,31.0,28.0,0.255,0.381,0.293,0.674,92.0,46.0,4.0,1.0,1.0,0.0,2.0,4H/5,,2.8,
1980,24,STL,NL,84.0,281.0,248.0,28.0,63.0,12.0,3.0,4.0,34.0,0.0,0.0,28.0,34.0,0.254,0.325,0.375,0.7,92.0,93.0,9.0,0.0,1.0,4.0,3.0,27H,,21.6,
1969,24,NYY,AL,130.0,509.0,447.0,49.0,115.0,14.0,2.0,2.0,34.0,25.0,14.0,48.0,36.0,0.257,0.328,0.311,0.639,83.0,139.0,11.0,1.0,9.0,4.0,2.0,58H6,,9.0,
1992,24,TOR,AL,65,222,192,36,46,13,1,8,35,2,1,20,47,.240,.324,.443,.767,110,85,3,6,0,4,0,54/H3,,55.5,
1967,26,CHW,AL,50.0,103.0,97.0,9.0,22.0,4.0,1.0,4.0,11.0,0.0,2.0,4.0,17.0,0.227,0.262,0.412,0.675,102.0,40.0,2.0,1.0,0.0,1.0,0.0,5H,,-0.8,
1969,23,KCR,AL,70.0,183.0,166.0,17.0,31.0,2.0,0.0,0.0,7.0,5.0,2.0,13.0,13.0,0.187,0.254,0.199,0.453,29.0,33.0,1.0,2.0,2.0,0.0,0.0,H89/73,,0.4,
1958,24,BOS,AL,68.0,126.0,118.0,21.0,26.0,3.0,3.0,1.0,9.0,1.0,1.0,7.0,29.0,0.22,0.262,0.322,0.584,56.0,38.0,2.0,0.0,0.0,1.0,0.0,H8/93,,1.3,
2007,27,CIN,NL,67.0,276.0,241.0,39.0,80.0,16.0,2.0,5.0,32.0,2.0,1.0,24.0,12.0,0.332,0.4,0.477,0.877,123.0,115.0,11.0,4.0,6.0,1.0,0.0,65/H4379,,1.1,
1944,21,NYG,NL,150.0,598.0,548.0,68.0,146.0,31.0,4.0,9.0,63.0,14.0,2.0,37.0,32.0,0.266,0.316,0.387,0.703,98.0,212.0,14.0,3.0,10.0,,3.0,*6/H,,12.2,
1965,22,CHC,NL,106,336,309,19,62,4,3,0,14,1,2,20,44,.201,.252,.233,.485,37,72,5,2,3,2,1,6/H,,8.9,
1985,21,PIT,NL,95,367,320,30,76,14,3,2,31,5,2,34,56,0.238,0.307,0.319,0.626,77.0,102,9.0,0,9,4,8,6,,0.9,
2018,27,WSN,NL,52.0,143.0,125.0,16.0,29.0,5.0,0.0,2.0,13.0,0.0,0.0,16.0,28.0,0.232,0.322,0.32,0.642,71.0,40.0,2.0,1.0,0.0,1.0,0.0,2/H35,,0.5,
1985,24,OAK,AL,40.0,71.0,66.0,8.0,13.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,18.0,0.197,0.203,0.288,0.491,38.0,19.0,1.0,0.0,2.0,2.0,0.0,5/HD,,-1.6,
2002,25,MIN,AL,112.0,348.0,289.0,49.0,84.0,14.0,3.0,12.0,46.0,4.0,1.0,52.0,66.0,0.291,0.405,0.484,0.89,136.0,140.0,4.0,5.0,0.0,2.0,4.0,98HD/73,RoY-4,6.4,
2003,31,MIL,NL,69.0,76.0,70.0,12.0,21.0,1.0,0.0,7.0,12.0,0.0,0.0,6.0,13.0,0.3,0.355,0.614,0.97,149.0,43.0,2.0,0.0,0.0,0.0,0.0,1H/D7,,1.4,
1956,20,WSH,AL,44,110,99,10,22,2,0,5,13,0,0,10,39,.222,.291,.394,.685,83,39,2,0,0,1,0,H5/4,,60.4,
2016,28,BAL,AL,95.0,346.0,305.0,36.0,92.0,16.0,1.0,6.0,22.0,1.0,3.0,36.0,51.0,0.302,0.382,0.42,0.801,116.0,128.0,5.0,4.0,0.0,1.0,0.0,7H,,-0.3,
1976,25,DET,AL,63.0,174.0,152.0,13.0,40.0,8.0,0.0,1.0,6.0,4.0,3.0,15.0,20.0,0.263,0.329,0.336,0.665,93.0,51.0,2.0,0.0,7.0,0.0,0.0,2/HD,,0.3,
1957,22,CHC,NL,72.0,192.0,181.0,18.0,29.0,3.0,0.0,6.0,12.0,1.0,0.0,8.0,48.0,0.16,0.196,0.276,0.472,26.0,50.0,4.0,0.0,3.0,0.0,0.0,45H/6,,-3.0,
1946,23,PIT,NL,144,579,502,63,124,17,3,23,81,3,3,74,109,.247,.345,.430,.775,117,216,15,1,2,,3,*87/H,MVP-30,48.0,
1970,26,ATL,NL,89.0,239.0,204.0,29.0,53.0,8.0,0.0,11.0,30.0,1.0,0.0,32.0,41.0,0.26,0.364,0.461,0.825,116.0,94.0,5.0,2.0,0.0,1.0,6.0,2H,,1.3,
1989,24,PIT,NL,75.0,243.0,215.0,31.0,42.0,13.0,3.0,5.0,19.0,4.0,2.0,20.0,34.0,0.195,0.266,0.353,0.619,79.0,76.0,3.0,2.0,2.0,4.0,1.0,3H5/46,,16.9,
1955,22,CHC,NL,113.0,333.0,301.0,43.0,77.0,12.0,3.0,11.0,45.0,2.0,1.0,24.0,39.0,0.256,0.312,0.425,0.737,94.0,128.0,3.0,2.0,3.0,3.0,1.0,9H7,,11.0,
1986,25,KCR,AL,62.0,223.0,209.0,25.0,54.0,8.0,5.0,3.0,14.0,7.0,3.0,12.0,30.0,0.258,0.296,0.388,0.684,84.0,81.0,4.0,0.0,0.0,2.0,2.0,98/H7,,0.5,
2018,24,PHI,NL,147,484,452,55,102,23,2,8,35,10,3,24,126,0.226,0.267,0.338,0.605,61.0,153,2,3,0,5,1,*6H5/47981,,0.5,
1971,22,SFG,NL,41,128,115,17,32,10,2,6,24,5,0,9,35,.278,.328,.557,.885,148,64,2,1,0,3,0,3H/79,,17.3,
2002,25,SDP,NL,89.0,243.0,216.0,27.0,60.0,10.0,3.0,2.0,28.0,9.0,2.0,20.0,47.0,0.278,0.346,0.38,0.725,100.0,82.0,5.0,3.0,3.0,1.0,0.0,97H8,,-0.8,
2001,28,BAL,AL,61.0,177.0,160.0,19.0,44.0,5.0,0.0,4.0,16.0,2.0,1.0,14.0,31.0,0.275,0.345,0.381,0.726,96.0,61.0,8.0,3.0,0.0,0.0,0.0,7H5D/392,,0.4,
2006,24,TEX,AL,120.0,474.0,423.0,65.0,121.0,27.0,1.0,14.0,55.0,11.0,4.0,40.0,64.0,0.286,0.347,0.454,0.801,105.0,192.0,12.0,3.0,1.0,7.0,1.0,*4/H,RoY-7,54.1,
2012,25,CLE,AL,152.0,672.0,591.0,86.0,152.0,22.0,4.0,14.0,76.0,31.0,7.0,67.0,109.0,0.257,0.335,0.379,0.714,102.0,224.0,12.0,5.0,3.0,6.0,2.0,*4/DH,,21.3,
1993,29,CLE,AL,131.0,511.0,458.0,71.0,123.0,19.0,5.0,6.0,60.0,17.0,5.0,37.0,58.0,0.269,0.323,0.371,0.695,87.0,170.0,8.0,3.0,7.0,6.0,2.0,*98H/D7,RoY-4,1.8,
1958,24,SFG,NL,122,470,418,48,108,25,6,14,56,3,2,43,69,.258,.332,.447,.779,106,187,5,5,0,4,7,*9H/7,,9.4,
1964,19,LAA,AL,75,248,219,20,53,13,3,2,22,2,2,23,30,.242,.315,.356,.671,95,78,7,2,0,4,6,7H/9,,8.1,
1945,27,PHA,AL,43,128,110,10.0,27,5,1,0,10.0,0.0,3.0,9.0,9.0,0.245,0.32,0.309,0.629,84.0,34,2.0,3.0,5.0,,0.0,H79/8,,-0.4,
1983,25,CHW,AL,145.0,570.0,520.0,75.0,132.0,19.0,3.0,35.0,100.0,8.0,3.0,39.0,150.0,0.254,0.314,0.504,0.818,118.0,262.0,10.0,8.0,0.0,3.0,8.0,*7/HD8,"AS,RoY-1",4.7,
2017,27,CIN,NL,115.0,204.0,178.0,23.0,37.0,5.0,1.0,9.0,26.0,1.0,2.0,22.0,61.0,0.208,0.304,0.399,0.703,82.0,71.0,2.0,3.0,0.0,1.0,1.0,H937/58,,0.2,
1955,26,BOS,AL,135.0,610.0,541.0,83.0,153.0,26.0,2.0,7.0,60.0,6.0,0.0,60.0,44.0,0.283,0.351,0.377,0.729,90.0,204.0,4.0,0.0,4.0,5.0,0.0,*6/5H,"MVP-13,RoY-2",8.1,
1964,26,TOT,NL,96.0,336.0,302.0,35.0,68.0,13.0,4.0,4.0,17.0,4.0,4.0,29.0,43.0,0.225,0.291,0.334,0.626,78.0,101.0,3.0,0.0,3.0,2.0,0.0,45H/6,,0.8,
1928,23,PHI,NL,64,275,253,41,91,14,4,11,34,0,1,14,22,.360,.396,.577,.973,145,146,,1,7,,0,9/8H,,46.7,
1943,24,STL,NL,154,696,627,91,180,28,14,7,62,9,3,50,70,.287,.342,.410,.752,111,257,4,2,15,,1,*46/H,MVP-23,8.0,
1994,23,ATL,NL,92.0,276.0,245.0,42.0,68.0,13.0,3.0,17.0,47.0,1.0,0.0,26.0,48.0,0.278,0.344,0.563,0.907,130.0,138.0,8.0,1.0,0.0,4.0,3.0,7H/3,RoY-3,26.7,
1961,21,KCA,AL,57.0,128.0,121.0,8.0,26.0,4.0,1.0,1.0,16.0,0.0,0.0,5.0,13.0,0.215,0.244,0.289,0.533,42.0,35.0,1.0,0.0,1.0,1.0,0.0,H3/5794,,-2.6,
1955,26,WSH,AL,77,156,140,12.0,31,5,0,0,9.0,0.0,0.0,11.0,27.0,0.221,0.288,0.257,0.545,51.0,36,3.0,2.0,3.0,0.0,0.0,6/451H,,-0.4,
1948,23,CIN,NL,113,397,379,49,104,23,4,12,57,1,0,18,32,.274,.307,.451,.758,106,171,14,0,0,,9,3H,,31.4,
1980,25,OAK,AL,75.0,212.0,197.0,20.0,53.0,14.0,0.0,4.0,21.0,1.0,4.0,13.0,41.0,0.269,0.313,0.401,0.714,102.0,79.0,5.0,0.0,1.0,1.0,1.0,5H/64D,,0.2,
1942,24,BSN,NL,72.0,221.0,210.0,21.0,56.0,10.0,1.0,1.0,31.0,0.0,1.0,7.0,13.0,0.267,0.294,0.338,0.632,87.0,71.0,4.0,1.0,2.0,,1.0,2H,,7.3,
1993,30,MIL,AL,51.0,127.0,110.0,9.0,24.0,5.0,0.0,0.0,7.0,6.0,2.0,14.0,13.0,0.218,0.317,0.264,0.581,59.0,29.0,2.0,2.0,1.0,0.0,0.0,2/H,,0.8,
2017,25,PHI,NL,56.0,204.0,171.0,26.0,44.0,8.0,1.0,3.0,13.0,1.0,0.0,31.0,56.0,0.257,0.368,0.368,0.736,96.0,63.0,5.0,0.0,0.0,2.0,4.0,2/H3D,,-0.9,
1982,27,HOU,NL,59.0,149.0,133.0,10.0,25.0,2.0,0.0,2.0,12.0,0.0,1.0,14.0,30.0,0.188,0.27,0.248,0.518,52.0,33.0,4.0,1.0,1.0,0.0,3.0,2H9/75,,-1.4,
1933,21,CLE,AL,80.0,303.0,279.0,20.0,63.0,16.0,3.0,2.0,32.0,1.0,4.0,11.0,30.0,0.226,0.255,0.326,0.581,50.0,91.0,,0.0,13.0,,2.0,6/H,,4.6,
1977,24,CIN,NL,80.0,103.0,92.0,8.0,24.0,5.0,1.0,1.0,13.0,1.0,1.0,9.0,16.0,0.261,0.324,0.37,0.693,85.0,34.0,0.0,0.0,1.0,1.0,1.0,5H4/76,,13.2,
1991,22,MIN,AL,151.0,636.0,565.0,78.0,159.0,24.0,6.0,1.0,50.0,25.0,5.0,59.0,40.0,0.281,0.351,0.35,0.701,91.0,198.0,8.0,4.0,1.0,5.0,0.0,*4/H6,RoY-1,44.6,
1964,25,LAA,AL,162.0,547.0,486.0,42.0,105.0,8.0,1.0,7.0,38.0,3.0,2.0,46.0,109.0,0.216,0.289,0.28,0.569,67.0,136.0,17.0,5.0,7.0,3.0,6.0,*4/H,,12.7,
1994,25,TOR,AL,40.0,136.0,124.0,20.0,30.0,2.0,0.0,7.0,19.0,0.0,0.0,10.0,35.0,0.242,0.301,0.427,0.729,86.0,53.0,7.0,1.0,0.0,1.0,0.0,2/H,,-1.6,
1974,25,DET,AL,55,95.0,88.0,11.0,27.0,1.0,1.0,0.0,6.0,5.0,4.0,6.0,13.0,0.307,0.351,0.341,0.692,99.0,30.0,4.0,0.0,1.0,0.0,0.0,4H/D5,,0.0,
1972,24,PHI,NL,41.0,55.0,49.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,16.0,0.143,0.236,0.184,0.42,20.0,9.0,1.0,0.0,0.0,0.0,0.0,H/3259,,-0.9,
1948,20,SLB,AL,71.0,291.0,258.0,40.0,77.0,15.0,3.0,4.0,40.0,4.0,3.0,28.0,32.0,0.298,0.374,0.426,0.8,111.0,110.0,1.0,3.0,2.0,,2.0,9/H,,3.8,
1963,23,STL,NL,75.0,119.0,96.0,23.0,26.0,1.0,5.0,3.0,10.0,2.0,1.0,22.0,26.0,0.271,0.403,0.479,0.883,144.0,46.0,1.0,0.0,0.0,1.0,0.0,97H/52,,-0.9,
